ID;Dateiname;Typ;Seite;Zeile;Inhalt;Zeichen;Verarbeitet am;Status
67;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;3;Junior-Einer B LK I bis Ill;27;2025-11-27 05:42:10.275430;verarbeitet
1968;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;3;Junior-Einer B LK I bis Ill;27;2025-11-27 05:48:04.472890;verarbeitet
68;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;4;1 RVHellas Offenbach [Altersklasse B1];38;2025-11-27 05:42:10.275435;verarbeitet
1969;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;4;1 RVHellas Offenbach [Altersklasse B1];38;2025-11-27 05:48:04.472894;verarbeitet
69;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;5;Wilhelm Kaidel (07);19;2025-11-27 05:42:10.275439;verarbeitet
1970;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;5;Wilhelm Kaidel (07);19;2025-11-27 05:48:04.472898;verarbeitet
70;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;6;2 Hanauer RGBoot1 [Altersklasse B1];35;2025-11-27 05:42:10.275443;verarbeitet
1971;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;6;2 Hanauer RGBoot1 [Altersklasse B1];35;2025-11-27 05:48:04.472901;verarbeitet
71;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;7;Kenan Dogu Okul (08);20;2025-11-27 05:42:10.275446;verarbeitet
1972;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;7;Kenan Dogu Okul (08);20;2025-11-27 05:48:04.472903;verarbeitet
72;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;8;4 Hanauer RC Hassia [Altersklasse B1];37;2025-11-27 05:42:10.275505;verarbeitet
1973;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;8;4 Hanauer RC Hassia [Altersklasse B1];37;2025-11-27 05:48:04.472906;verarbeitet
73;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;9;Fabian Schwinghammer (08);25;2025-11-27 05:42:10.275512;verarbeitet
1974;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;9;Fabian Schwinghammer (08);25;2025-11-27 05:48:04.472909;verarbeitet
74;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;10;5 RGEberbach [Altersklasse B1];30;2025-11-27 05:42:10.275515;verarbeitet
1975;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;10;5 RGEberbach [Altersklasse B1];30;2025-11-27 05:48:04.472912;verarbeitet
75;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;11;Philipp Ehis (07);17;2025-11-27 05:42:10.275519;verarbeitet
1976;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;11;Philipp Ehis (07);17;2025-11-27 05:48:04.472916;verarbeitet
76;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;12;6 Hanauer RGBoot2 [Altersklasse B2];35;2025-11-27 05:42:10.275523;verarbeitet
1977;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;12;6 Hanauer RGBoot2 [Altersklasse B2];35;2025-11-27 05:48:04.472921;verarbeitet
77;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;13;Lian Meo (08);13;2025-11-27 05:42:10.275526;verarbeitet
1978;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;13;Lian Meo (08);13;2025-11-27 05:48:04.472925;verarbeitet
78;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;14;7 Frankfurter RG Oberrad Boot 1 [Altersklasse B2];49;2025-11-27 05:42:10.275530;verarbeitet
1979;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;14;7 Frankfurter RG Oberrad Boot 1 [Altersklasse B2];49;2025-11-27 05:48:04.472929;verarbeitet
79;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;15;Timm Runtemund (07);19;2025-11-27 05:42:10.275534;verarbeitet
1980;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;15;Timm Runtemund (07);19;2025-11-27 05:48:04.472933;verarbeitet
80;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;16;8 Nassovia Höchst [Altersklasse B2];35;2025-11-27 05:42:10.275537;verarbeitet
1981;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;16;8 Nassovia Höchst [Altersklasse B2];35;2025-11-27 05:48:04.472938;verarbeitet
81;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;17;Jakob Gelsen (08);17;2025-11-27 05:42:10.275541;verarbeitet
1982;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;17;Jakob Gelsen (08);17;2025-11-27 05:48:04.472944;verarbeitet
82;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;18;9 RGEberbach [Altersklasse B2];30;2025-11-27 05:42:10.275543;verarbeitet
1983;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;18;9 RGEberbach [Altersklasse B2];30;2025-11-27 05:48:04.472950;verarbeitet
83;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;19;Noel Maxim Heid (08);20;2025-11-27 05:42:10.275546;verarbeitet
1984;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;19;Noel Maxim Heid (08);20;2025-11-27 05:48:04.472957;verarbeitet
84;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;20;10 RG Weizlar [Altersklasse B2];31;2025-11-27 05:42:10.275549;verarbeitet
1985;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;20;10 RG Weizlar [Altersklasse B2];31;2025-11-27 05:48:04.472986;verarbeitet
85;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;21;"Theo Zeller (07);17;2025-11-27 05:42:10.275552;verarbeitet
1986;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;21;"Theo Zeller (07);17;2025-11-27 05:48:04.473005;verarbeitet
86;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;22;11 RCKarlstadt [Altersklasse B2];32;2025-11-27 05:42:10.275556;verarbeitet
1987;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;22;11 RCKarlstadt [Altersklasse B2];32;2025-11-27 05:48:04.473140;verarbeitet
87;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;23;Aron Hattwig (08);17;2025-11-27 05:42:10.275558;verarbeitet
1988;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;23;Aron Hattwig (08);17;2025-11-27 05:48:04.473150;verarbeitet
88;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;24;12 Wormser RC [Altersklasse B2];31;2025-11-27 05:42:10.275561;verarbeitet
1989;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;24;12 Wormser RC [Altersklasse B2];31;2025-11-27 05:48:04.473154;verarbeitet
89;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;25;Niko Urbach (08);16;2025-11-27 05:42:10.275565;verarbeitet
1990;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;25;Niko Urbach (08);16;2025-11-27 05:48:04.473157;verarbeitet
90;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;26;13 Frankfurter RG Oberrad Boot 2 [Altersklasse B3];50;2025-11-27 05:42:10.275569;verarbeitet
1991;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;26;13 Frankfurter RG Oberrad Boot 2 [Altersklasse B3];50;2025-11-27 05:48:04.473160;verarbeitet
91;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;27;Karsten Walshe (08);19;2025-11-27 05:42:10.275573;verarbeitet
1992;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;27;Karsten Walshe (08);19;2025-11-27 05:48:04.473164;verarbeitet
92;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;28;14 Hanauer RGBoot3 [Altersklasse B3];36;2025-11-27 05:42:10.275577;verarbeitet
1993;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;28;14 Hanauer RGBoot3 [Altersklasse B3];36;2025-11-27 05:48:04.473169;verarbeitet
93;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;29;Pacal Mundt (08);16;2025-11-27 05:42:10.275581;verarbeitet
1994;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;29;Pacal Mundt (08);16;2025-11-27 05:48:04.473174;verarbeitet
94;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;30;15 Hanauer RG Boot4 [Altersklasse B3];37;2025-11-27 05:42:10.275585;verarbeitet
1995;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;30;15 Hanauer RG Boot4 [Altersklasse B3];37;2025-11-27 05:48:04.473179;verarbeitet
95;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;31;Luka Herget (08);16;2025-11-27 05:42:10.275589;verarbeitet
1996;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;31;Luka Herget (08);16;2025-11-27 05:48:04.473183;verarbeitet
96;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;32;16 Frankfurter RC [Altersklasse B3];35;2025-11-27 05:42:10.275592;verarbeitet
1997;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;32;16 Frankfurter RC [Altersklasse B3];35;2025-11-27 05:48:04.473188;verarbeitet
97;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;33;Oliver Kempson (08);19;2025-11-27 05:42:10.275595;verarbeitet
1998;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;33;Oliver Kempson (08);19;2025-11-27 05:48:04.473193;verarbeitet
98;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;34;Re. 2 SM 1X ABLK WI Sa 09:15;28;2025-11-27 05:42:10.275599;verarbeitet
1999;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;34;Re. 2 SM 1X ABLK WI Sa 09:15;28;2025-11-27 05:48:04.473198;verarbeitet
99;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;35;Männer-Einer A/B LK I/II;24;2025-11-27 05:42:10.275602;verarbeitet
2000;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;35;Männer-Einer A/B LK I/II;24;2025-11-27 05:48:04.473203;verarbeitet
100;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;36;1 ‚Hanauer RC Hassia [Altersklasse B1];38;2025-11-27 05:42:10.275605;verarbeitet
2001;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;36;1 ‚Hanauer RC Hassia [Altersklasse B1];38;2025-11-27 05:48:04.473207;verarbeitet
101;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;37;Ole Hanack (04);15;2025-11-27 05:42:10.275609;verarbeitet
2002;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;37;Ole Hanack (04);15;2025-11-27 05:48:04.473212;verarbeitet
102;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;38;2 RGWeizlar [Altersklasse B1];29;2025-11-27 05:42:10.275612;verarbeitet
2003;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;38;2 RGWeizlar [Altersklasse B1];29;2025-11-27 05:48:04.473216;verarbeitet
103;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;39;Ben Sprenger (05);17;2025-11-27 05:42:10.275616;verarbeitet
2004;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;39;Ben Sprenger (05);17;2025-11-27 05:48:04.473220;verarbeitet
104;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;40;3 Wormser RC [Altersklasse B1];30;2025-11-27 05:42:10.275619;verarbeitet
2005;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;40;3 Wormser RC [Altersklasse B1];30;2025-11-27 05:48:04.473224;verarbeitet
105;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;41;Moritz Nultsch (04);19;2025-11-27 05:42:10.275622;verarbeitet
2006;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;41;Moritz Nultsch (04);19;2025-11-27 05:48:04.473228;verarbeitet
106;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;42;4 Hanauer RG [Altersklasse B1];30;2025-11-27 05:42:10.275625;verarbeitet
2007;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;42;4 Hanauer RG [Altersklasse B1];30;2025-11-27 05:48:04.473232;verarbeitet
107;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;43;Christoph Dübler (02);21;2025-11-27 05:42:10.275628;verarbeitet
2008;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;43;Christoph Dübler (02);21;2025-11-27 05:48:04.473239;verarbeitet
108;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;44;5 Marburger RV [Altersklasse B1];32;2025-11-27 05:42:10.275631;verarbeitet
2009;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;44;5 Marburger RV [Altersklasse B1];32;2025-11-27 05:48:04.473248;verarbeitet
109;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;45;Gerrit Gutberlet (05);21;2025-11-27 05:42:10.275633;verarbeitet
2010;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;45;Gerrit Gutberlet (05);21;2025-11-27 05:48:04.473253;verarbeitet
110;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;46;& WSV Hellas Gießen [Altersklasse B2];37;2025-11-27 05:42:10.275636;verarbeitet
2011;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;46;& WSV Hellas Gießen [Altersklasse B2];37;2025-11-27 05:48:04.473260;verarbeitet
111;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;47;Lukas Jürgens (04);18;2025-11-27 05:42:10.275639;verarbeitet
2012;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;47;Lukas Jürgens (04);18;2025-11-27 05:48:04.473268;verarbeitet
112;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;48;7 RGWetzlar [Altersklasse A2];29;2025-11-27 05:42:10.275642;verarbeitet
2013;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;48;7 RGWetzlar [Altersklasse A2];29;2025-11-27 05:48:04.473273;verarbeitet
113;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;49;Numan Akinti (99);17;2025-11-27 05:42:10.275644;verarbeitet
2014;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;49;Numan Akinti (99);17;2025-11-27 05:48:04.473280;verarbeitet
114;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;50;Programm der 51. Großauheimer Kurzstreckenregatta am 16./17.09.2023 Seite: 1/39;79;2025-11-27 05:42:10.275647;verarbeitet
2015;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;50;Programm der 51. Großauheimer Kurzstreckenregatta am 16./17.09.2023 Seite: 1/39;79;2025-11-27 05:48:04.473285;verarbeitet
115;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;51;;0;2025-11-27 05:42:10.275650;verarbeitet
2016;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_04.jpf;OCR;-;51;;0;2025-11-27 05:48:04.473290;verarbeitet
116;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_05.jpf;OCR;-;1;Re. 5 Jung 2x 13u 14J LK bis Ill Sa 09:21;41;2025-11-27 05:42:10.898091;verarbeitet
2017;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_05.jpf;OCR;-;1;Re. 5 Jung 2x 13u 14J LK bis Ill Sa 09:21;41;2025-11-27 05:48:05.124714;verarbeitet
117;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_05.jpf;OCR;-;2;Jungen-Doppelzweier 13 u 14J LK I bis Ill;41;2025-11-27 05:42:10.898876;verarbeitet
2018;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_05.jpf;OCR;-;2;Jungen-Doppelzweier 13 u 14J LK I bis Ill;41;2025-11-27 05:48:05.134751;verarbeitet
118;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_05.jpf;OCR;-;3;I RC Möve Grossauheim [Leistungsklasse 1];41;2025-11-27 05:42:10.898895;verarbeitet
2019;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_05.jpf;OCR;-;3;I RC Möve Grossauheim [Leistungsklasse 1];41;2025-11-27 05:48:05.134780;verarbeitet
119;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_05.jpf;OCR;-;4;Nils Fennig (09), Noah Seemann (09);35;2025-11-27 05:42:10.898900;verarbeitet
2020;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_05.jpf;OCR;-;4;Nils Fennig (09), Noah Seemann (09);35;2025-11-27 05:48:05.134786;verarbeitet
120;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_05.jpf;OCR;-;5;2 Frankfurter RG Oberrad Boot 1 [Leistungsklasse 1];51;2025-11-27 05:42:10.898903;verarbeitet
2021;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_05.jpf;OCR;-;5;2 Frankfurter RG Oberrad Boot 1 [Leistungsklasse 1];51;2025-11-27 05:48:05.134789;verarbeitet
121;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_05.jpf;OCR;-;6;Fabian Behm (10), Bruno Jung (10);33;2025-11-27 05:42:10.898905;verarbeitet
2022;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_05.jpf;OCR;-;6;Fabian Behm (10), Bruno Jung (10);33;2025-11-27 05:48:05.134793;verarbeitet
122;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_05.jpf;OCR;-;7;3 8G Wiking Boot 1 [Leistungsklasse 1];38;2025-11-27 05:42:10.898908;verarbeitet
2023;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_05.jpf;OCR;-;7;3 8G Wiking Boot 1 [Leistungsklasse 1];38;2025-11-27 05:48:05.134796;verarbeitet
123;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_05.jpf;OCR;-;8;Antonin Dickel (09), Nikita Lukauskas (09);42;2025-11-27 05:42:10.898911;verarbeitet
2024;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_05.jpf;OCR;-;8;Antonin Dickel (09), Nikita Lukauskas (09);42;2025-11-27 05:48:05.134798;verarbeitet
124;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_05.jpf;OCR;-;9;4 Frankfurter RG Germania Boot 1 [Leistungsklasse 1];52;2025-11-27 05:42:10.898913;verarbeitet
2025;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_05.jpf;OCR;-;9;4 Frankfurter RG Germania Boot 1 [Leistungsklasse 1];52;2025-11-27 05:48:05.134801;verarbeitet
125;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_05.jpf;OCR;-;10;Erik Eichmeyer (09), Maximilian Carl Eugen Preuße (09);54;2025-11-27 05:42:10.898916;verarbeitet
2026;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_05.jpf;OCR;-;10;Erik Eichmeyer (09), Maximilian Carl Eugen Preuße (09);54;2025-11-27 05:48:05.134804;verarbeitet
126;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_05.jpf;OCR;-;11;5 RGWeizlar [Leistungsklasse 1];31;2025-11-27 05:42:10.898919;verarbeitet
2027;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_05.jpf;OCR;-;11;5 RGWeizlar [Leistungsklasse 1];31;2025-11-27 05:48:05.134807;verarbeitet
127;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_05.jpf;OCR;-;12;Louis Wagner (09), Anton Loh (10);33;2025-11-27 05:42:10.898922;verarbeitet
2028;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_05.jpf;OCR;-;12;Louis Wagner (09), Anton Loh (10);33;2025-11-27 05:48:05.134809;verarbeitet
128;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_05.jpf;OCR;-;13;6 SG Wiking Boot2 [Leistungsklasse 2];37;2025-11-27 05:42:10.898924;verarbeitet
2029;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_05.jpf;OCR;-;13;6 SG Wiking Boot2 [Leistungsklasse 2];37;2025-11-27 05:48:05.134812;verarbeitet
129;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_05.jpf;OCR;-;14;Marcel Schilling (10), Lasse Hanspach (10);42;2025-11-27 05:42:10.898928;verarbeitet
